"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80632","spm","","389121","0","37212","IGM 100/1002","paratype","","","scapula","","1","","","","Khaan mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80633","spm","","389121","0","37212","IGM 100/1002","paratype","","","humerus","","1","","","","Khaan mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80634","spm","","389121","0","37212","IGM 100/1002","paratype","","","femur","","1","","","","Khaan mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80635","spm","","389121","0","37212","IGM 100/1002","paratype","","","tibia","","1","","","","Khaan mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80636","spm","N","","0","","GI 100/32A","holotype","","","skull","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80637","spm","N","","0","","GI 100/32A","holotype","","","scapula","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80638","spm","N","","0","","GI 100/32A","holotype","","","humerus","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80639","spm","N","","0","","GI 100/32A","holotype","","","radius","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80640","spm","N","","0","","GI 100/32A","holotype","","","ulna","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80641","spm","N","","0","","GI 100/32A","holotype","","","femur","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80642","spm","N","","0","","GI 100/32A","holotype","","","tibia","","1","table","","","Rinchenia mongoliensis","species","68397","","Rinchenia mongoliensis","species","57021","","","15008"
"80643","spm","","533360","40116","55192","HYMV1-1","holotype","","","skull","","1","table","","","Heyuannia huangi","species","68048","","Heyuannia huangi","species","68048","72.1","66","38480"
"80644","spm","","533360","40116","55192","HYMV1-1","holotype","","","femur","","1","table","","","Heyuannia huangi","species","68048","","Heyuannia huangi","species","68048","72.1","66","38480"
"80645","spm","","533360","40116","55192","HYMV1-1","holotype","","","tibia","","1","table","","","Heyuannia huangi","species","68048","","Heyuannia huangi","species","68048","72.1","66","38480"
"80646","spm","","533360","40116","55192","HYMV1-2","paratype","","","scapula","","1","table","","","Heyuannia huangi","species","68048","","Heyuannia huangi","species","68048","72.1","66","38480"
"80647","spm","","533360","40116","55192","HYMV1-2","paratype","","","humerus","","1","table","","","Heyuannia huangi","species","68048","","Heyuannia huangi","species","68048","72.1","66","38480"
"80648","spm","","804050","32458","11582","IGM 100/30","holotype","","","scapula","","1","","","","Ingenia yanshini","species","57022","recombined as","Heyuannia yanshini","species","57022","83.5","70.6","29489"
"80649","spm","","804050","32458","11582","IGM 100/30","holotype","","","humerus","","1","","","","Ingenia yanshini","species","57022","recombined as","Heyuannia yanshini","species","57022","83.5","70.6","29489"
"80650","spm","","804050","32458","11582","IGM 100/30","holotype","","","femur","","1","","","","Ingenia yanshini","species","57022","recombined as","Heyuannia yanshini","species","57022","83.5","70.6","29489"
"80651","spm","","804050","32458","11582","IGM 100/30","holotype","","","tibia","","1","","","","Ingenia yanshini","species","57022","recombined as","Heyuannia yanshini","species","57022","83.5","70.6","29489"
"80652","spm","","929493","0","106306","","holotype","","","","","1","","","","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","167.7","150.8","35452"
"80653","spm","","929493","0","106306","","holotype","","","humerus","","1","","","","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","167.7","150.8","35452"
"80654","spm","","929493","0","106306","","holotype","","","ulna","","1","","","","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","167.7","150.8","35452"
"80655","spm","","929493","0","106306","","holotype","","","femur","","1","","","","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","167.7","150.8","35452"
"80656","spm","","929493","0","106306","","holotype","","","tibia","","1","","","","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","167.7","150.8","35452"
"80657","spm","","490894","0","37009","ZPAL MgD-II/29","holotype","","","skull","","1","","","juvenile","Archaeornithoides deinosauriscus","species","65530","","Archaeornithoides deinosauriscus","species","65530","83.5","70.6","13265"
"80658","spm","","882032","0","97813","EME PV.313","holotype","","","humerus","","1","table","","","Balaur bondoc","species","170643","","Balaur bondoc","species","170643","70.6","66","33802"
"80659","spm","","882032","0","97813","EME PV.313","holotype","","","tibia","","1","table","","","Balaur bondoc","species","170643","","Balaur bondoc","species","170643","70.6","66","33802"
"80660","spm","","534996","0","55364","MPCA 245","holotype","","","skull","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80661","spm","","534996","0","55364","MPCA 245","holotype","","","scapula","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80662","spm","","534996","0","55364","MPCA 245","holotype","","","coracoid","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80663","spm","","534996","0","55364","MPCA 245","holotype","","","humerus","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80664","spm","","534996","0","55364","MPCA 245","holotype","","","radius","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80665","spm","","534996","0","55364","MPCA 245","holotype","","","ulna","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80666","spm","","534996","0","55364","MPCA 245","holotype","","","femur","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80667","spm","","534996","0","55364","MPCA 245","holotype","","","tibia","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80668","spm","","534996","0","55364","MPCA 245","holotype","","","fibula","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80669","spm","","534996","0","55364","MPCA 245","holotype","","","femur","","1","table","","","Buitreraptor gonzalezorum","species","68202","","Buitreraptor gonzalezorum","species","68202","99.6","93.5","14869"
"80670","spm","","905413","0","59410","","holotype","","","femur","","1","","1","","Elopteryx nopcsai","species","90546","","Elopteryx nopcsai","species","90546","70.6","66","34611"
"80671","spm","","482022","13615","48174","MCF PVPH 77","holotype","","","femur","","1","","","","Neuquenraptor argentinus","species","64531","","Neuquenraptor argentinus","species","64531","93.5","85.8","12706"
"80672","spm","","897378","0","25074","UA 8656","holotype","","","scapula","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80673","spm","","897378","0","25074","UA 8656","holotype","","","radius","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80674","spm","","897378","0","25074","UA 8656","holotype","","","ulna","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80675","spm","","897378","0","25074","UA 8656","holotype","","","femur","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80676","spm","","897378","0","25074","UA 8656","holotype","","","femur","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80677","spm","","897378","0","25074","UA 8656","holotype","","","tibia","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80678","spm","","897378","0","25074","UA 8656","holotype","","","tibia","","1","table","","","Rahonavis ostromi","species","64133","","Rahonavis ostromi","species","64131","72.1","66","12456"
"80679","spm","","401695","0","38534","NMV P186303","holotype","","","femur","","1","","","","Timimus hermani","species","57100","","Timimus hermani","species","57100","112.03","109","10341"
"80680","spm","","401695","0","38534","NMV P186323","paratype","","","femur","","1","","","? juvenile","Timimus hermani","species","57100","","Timimus hermani","species","57100","112.03","109","10341"
"80681","spm","","534263","13621","55272","MCF PVPH 78","holotype","","","humerus","","1","","","","Unenlagia comahuensis","species","65422","","Unenlagia comahuensis","species","65422","93.5","85.8","13200"
"80682","spm","","534263","13621","55272","MCF PVPH 78","holotype","","","femur","","1","","","","Unenlagia comahuensis","species","65422","","Unenlagia comahuensis","species","65422","93.5","85.8","13200"
"80683","spm","","534263","13621","55272","MCF PVPH 78","holotype","","","tibia","","1","","","","Unenlagia comahuensis","species","65422","","Unenlagia comahuensis","species","65422","93.5","85.8","13200"
"80684","spm","","520103","0","52962","BMNH A3658","holotype","","","humerus","","1","","","","Wyleyia valdensis","species","67357","nomen dubium","Avialae","unranked clade","53211","132.9","125","14311"
"80685","spm","","964027","0","92421","STM 27-2","holotype","","","skull","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80686","spm","","964027","0","92421","STM 27-2","holotype","","left","scapula","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80687","spm","","964027","0","92421","STM 27-2","holotype","","left","humerus","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80688","spm","","964027","0","92421","STM 27-2","holotype","","left","ulna","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80689","spm","","964027","0","92421","STM 27-2","holotype","","left","radius","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80690","spm","","964027","0","92421","STM 27-2","holotype","","left","femur","","1","","","","Xiaotingia zhengi","species","193134","","Xiaotingia zhengi","species","193134","167.7","150.8","36800"
"80733","spm","","586532","0","61843","FIP001","holotype","","","skull","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80734","spm","","586532","0","61843","FIP001","holotype","","right","scapula","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80735","spm","","586532","0","61843","FIP001","holotype","","left","coracoid","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80736","spm","","586532","0","61843","FIP001","holotype","","left","humerus","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80737","spm","","586532","0","61843","FIP001","holotype","","left","ulna","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80738","spm","","586532","0","61843","FIP001","holotype","","left","femur","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80739","spm","","586532","0","61843","FIP001","holotype","","left","tibia","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80740","spm","","586532","0","61843","FIP 002-136","paratype","","","femur","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80741","spm","","586532","0","61843","FIP 002-136","paratype","","","humerus","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80742","spm","","586532","0","61843","FIP 002-136","paratype","","","tibia","","1","table","","","Bambiraptor feinbergi","species","82048","","Bambiraptor feinbergi","species","82048","83.6","72.1","15024"
"80743","spm","","811553","0","53493","IVPP V13474","holotype","","","humerus","","1","table","","","Graciliraptor lujiatunensis","species","146457","","Graciliraptor lujiatunensis","species","146457","130","125.45","29877"
"80744","spm","","811553","0","53493","IVPP V13474","holotype","","","radius","","1","table","","","Graciliraptor lujiatunensis","species","146457","","Graciliraptor lujiatunensis","species","146457","130","125.45","29877"
"80745","spm","","811553","0","53493","IVPP V13474","holotype","","","ulna","","1","table","","","Graciliraptor lujiatunensis","species","146457","","Graciliraptor lujiatunensis","species","146457","130","125.45","29877"
"80746","spm","","811553","0","53493","IVPP V13474","holotype","","","tibiotarsus","","1","table","","","Graciliraptor lujiatunensis","species","146457","","Graciliraptor lujiatunensis","species","146457","130","125.45","29877"
"80747","spm","","811553","0","53493","IVPP V13474","holotype","","","fibula","","1","table","","","Graciliraptor lujiatunensis","species","146457","","Graciliraptor lujiatunensis","species","146457","130","125.45","29877"
"80748","spm","","519797","0","52888","IVPP V12811","holotype","","","skull","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80749","spm","","519797","0","52888","IVPP V12811","holotype","","","scapula","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80750","spm","","519797","0","52888","IVPP V12811","holotype","","","coracoid","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80751","spm","","519797","0","52888","IVPP V12811","holotype","","","humerus","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80752","spm","","519797","0","52888","IVPP V12811","holotype","","","humerus","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80753","spm","","519797","0","52888","IVPP V12811","holotype","","","radius","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80754","spm","","519797","0","52888","IVPP V12811","holotype","","","ulna","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80755","spm","","519797","0","52888","IVPP V12811","holotype","","","femur","","1","table","","","Sinornithosaurus millenii","species","68205","","Sinornithosaurus millenii","species","68205","130","122.46","14889"
"80756","spm","","824853","0","67611","D2140","holotype","","","skull","","1","table","","","Sinornithosaurus haoiana","species","152532","subjective synonym of","Sinornithosaurus millenii","species","68205","130","125.45","30569"
"80757","spm","","824853","0","67611","D2140","holotype","","","scapula","","1","table","","","Sinornithosaurus haoiana","species","152532","subjective synonym of","Sinornithosaurus millenii","species","68205","130","125.45","30569"
"80758","spm","","824853","0","67611","D2140","holotype","","","ulna","","1","table","","","Sinornithosaurus haoiana","species","152532","subjective synonym of","Sinornithosaurus millenii","species","68205","130","125.45","30569"
"80759","spm","","537524","0","55708","IVPP V 12330","holotype","","","skull","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14918"
"80760","spm","","537524","0","55708","IVPP V 12330","holotype","","","radius","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14918"
"80761","spm","","537524","0","55708","IVPP V 12330","holotype","","","ulna","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14918"
"80762","spm","","537524","0","55708","IVPP V 12330","holotype","","","femur","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14918"
"80763","spm","","537524","0","55708","IVPP V 12330","holotype","","","tibia","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14918"
"80764","spm","","535893","0","55426","CAGS 20-8-001","","","","humerus","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","33219"
"80765","spm","","535893","0","55426","CAGS 20-8-001","","","","ulna","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","33219"
"80766","spm","","535893","0","55426","CAGS 20-8-001","","","","tibiotarsus","","1","","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","33219"
"80767","spm","","536667","0","55536","IVPP V13352","","","","humerus","","1","table","","","Microraptor gui","species","68246","","Microraptor gui","species","68246","125","113","14924"
"80768","spm","","536667","0","55536","IVPP V13352","","","","radius","","1","table","","","Microraptor gui","species","68246","","Microraptor gui","species","68246","125","113","14924"
"80769","spm","","536667","0","55536","IVPP V13352","","","","ulna","","1","table","","","Microraptor gui","species","68246","","Microraptor gui","species","68246","125","113","14924"
"80770","spm","","536667","0","55536","IVPP V13352","","","","tibiotarsus","","1","table","","","Microraptor gui","species","68246","","Microraptor gui","species","68246","125","113","14924"
"80771","spm","","535893","0","55426","CAGS 20-8-001","","","","radius","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80772","spm","","535893","0","55426","CAGS 20-8-001","","","","femur","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80773","spm","","535893","0","55426","CAGS 20-8-001","","","","tibiotarsus","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80774","spm","","535893","0","55426","CAGS 20-8-001","","","","fibula","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80775","spm","","535893","0","55426","CAGS 20-8-001","","","","femur","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80776","spm","","535893","0","55426","CAGS 20-8-004","","","","humerus","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80777","spm","","535893","0","55426","CAGS 20-8-004","","","","humerus","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80778","spm","","535893","0","55426","CAGS 20-8-004","","","","radius","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80779","spm","","535893","0","55426","CAGS 20-8-004","","","","ulna","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80780","spm","","535893","0","55426","CAGS 20-8-004","","","","fibula","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80781","spm","","535893","0","55426","CAGS 20-8-004","","","","femur","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80782","spm","","535893","0","55426","CAGS 20-8-004","","","","femur","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80783","spm","","535893","0","55426","CAGS 20-8-004","","","","tibiotarsus","","1","table","","","Microraptor zhaoianus","species","68239","","Microraptor zhaoianus","species","68239","125","113","14909"
"80784","spm","","739676","23300","79518","LPM 0200/0201 = BPM 1 3-13","holotype","","","femur","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80785","spm","","739676","23300","79518","LPM 0200/0201 = BPM 1 3-13","holotype","","","tibia","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80786","spm","","739676","23300","79518","LPM 0159","paratype","","","humerus","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80787","spm","","739676","23300","79518","LPM 0159","paratype","","","radius","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80788","spm","","739676","23300","79518","LPM 0159","paratype","","","femur","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80789","spm","","739676","23300","79518","LPM 0159","paratype","","","tibia","","1","","","","Cryptovolans pauli","species","169939","subjective synonym of","Microraptor zhaoianus","species","68239","125","113","33218"
"80790","spm","N","","0","","IGM 100/20","holotype","","","femur","","1","","1","","Adasaurus mongoliensis","species","57261","","Adasaurus mongoliensis","species","57261","","","15004"
"80791","spm","","248061","0","14437","MOR 666","","","","tibia","","1","table","","","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","83.5","70.6","34423"
"80792","spm","","248061","0","14437","MOR 666","","","","fibula","","1","table","","","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","83.5","70.6","34423"
"80793","spm","N","","0","","YPM 5206","","","","radius","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"80794","spm","N","","0","","YPM 5210","","","","skull","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"80795","spm","N","","0","","MCZ 4371","","","","humerus","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","9233"
"80796","spm","N","","0","","MCZ 4371","","","","radius","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","9233"
"80797","spm","N","","0","","MCZ 4371","","","","ulna","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","9233"
"80798","spm","N","","0","","MCZ 4371","","","","femur","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","9233"
"80799","spm","N","","0","","MCZ 4371","","","","tibia","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","9233"
"80800","spm","","629281","0","45090","IGM 100/1015","holotype","","","skull","","1","","","","Tsaagan mangas","species","90550","","Tsaagan mangas","species","90550","83.5","70.6","19381"
"80801","spm","","1066199","0","131829","IVPP V16923","holotype","","","skull","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80802","spm","","1066199","0","131829","IVPP V16923","holotype","","","scapula","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80803","spm","","1066199","0","131829","IVPP V16923","holotype","","","humerus","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80804","spm","","1066199","0","131829","IVPP V16923","holotype","","","radius","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80805","spm","","1066199","0","131829","IVPP V16923","holotype","","","femur","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80806","spm","","1066199","0","131829","IVPP V16923","holotype","","","tibiotarsus","","1","","","","Linheraptor exquisitus","species","185191","","Linheraptor exquisitus","species","185191","83.6","72.1","36118"
"80807","spm","","297282","0","28454","MDE-D158","paratype","","","humerus","","1","","","","Variraptor mechinorum","species","65136","","Variraptor mechinorum","species","65136","83.5","70.6","29887"
"80808","spm","","297282","0","28454","MDE-D203","paratype","","","femur","","1","","","","Variraptor mechinorum","species","65136","","Variraptor mechinorum","species","65136","83.5","70.6","29887"
"80809","spm","N","","0","","CM-307","","","","ulna","","1","","","","Variraptor mechinorum","species","65136","","Variraptor mechinorum","species","65136","","","29887"
"80810","spm","N","","0","","MC-M187","","","","femur","","1","","","","Variraptor mechinorum","species","65136","","Variraptor mechinorum","species","65136","","","29887"
"80811","spm","","837817","0","92963","RTMP 95.166.1","holotype","","","skull","","1","","","","Atrociraptor marshalli","species","132126","","Atrociraptor marshalli","species","132126","70.6","66","31419"
"80813","spm","","537891","13830","55758","FR.MNUFR-15","holotype","","","femur","","1","","","","Achillobator giganticus","species","68418","","Achillobator giganticus","species","68418","100.5","83.6","15022"
"80814","spm","","537891","13830","55758","FR.MNUFR-15","holotype","","","tibia","","1","","","","Achillobator giganticus","species","68418","","Achillobator giganticus","species","68418","100.5","83.6","15022"
"80815","spm","","537891","13830","55758","FR.MNUFR-15","holotype","","","radius","","1","","","","Achillobator giganticus","species","68418","","Achillobator giganticus","species","68418","100.5","83.6","15022"
"80816","spm","","284147","0","27017","CEU 184v.260","paratype","","","tibia","","1","","","","Utahraptor ostrommaysi","species","66450","","Utahraptor ostrommaysi","species","66450","139.8","132.9","7471"
"80817","spm","","284613","0","27025","BYU 15465","","","","femur","","1","","","","Utahraptor ostrommaysi","species","66450","","Utahraptor ostrommaysi","species","66450","139.8","132.9","31351"
"80818","spm","","536413","0","53493","IVPP V12733","holotype","","","skull","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80819","spm","","536413","0","53493","IVPP V12733","holotype","","","scapula","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80820","spm","","536413","0","53493","IVPP V12733","holotype","","","humerus","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80821","spm","","536413","0","53493","IVPP V12733","holotype","","","radius","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80822","spm","","536413","0","53493","IVPP V12733","holotype","","","femur","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80823","spm","","536413","0","53493","IVPP V12733","holotype","","","tibia","","1","table","","","Mei long","species","68250","","Mei long","species","68250","130","125.45","14926"
"80824","spm","","536678","0","53493","IVPP V12615","holotype","","","skull","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80825","spm","","536678","0","53493","IVPP V12615","holotype","","","scapula","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80826","spm","","536678","0","53493","IVPP V12615","holotype","","","femur","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80827","spm","","536678","0","53493","IVPP V12615","holotype","","","tibia","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80828","spm","","536678","0","53493","IVPP V12583","paratype","","","humerus","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80829","spm","","536678","0","53493","IVPP V12583","paratype","","","radius","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80830","spm","","536678","0","53493","IVPP V12583","paratype","","","ulna","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80831","spm","","536678","0","53493","IVPP V12583","paratype","","","femur","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80832","spm","","536678","0","53493","IVPP V12583","paratype","","","tibiotarsus","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80833","spm","","536678","0","53493","IVPP V12583","holotype","","","tibiotarsus","","1","table","","","Sinovenator changii","species","64889","","Sinovenator changii","species","64889","130","125.45","12906"
"80834","spm","","367436","37829","34745","CMN 12340","","","","ulna","","1","","","","Latenivenatrix mcmasterae","species","379274","","Latenivenatrix mcmasterae","species","379274","83.5","70.6","9232"
